;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;mun;NO_MUNICIPIO_PROVA;IDIOMA;STATUS DA REDAÇÃO;RENDA;INTERNET;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS;PRESENCA
184;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2613909;Serra Talhada;Inglês;Sem problemas;1.0;Sim;527.6;463.6;554.0;505.4;120.0;120.0;120.0;140.0;100.0;600.0;530.12;4
185;Entre 31 e 35 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2602902;Cabo de Santo Agostinho;Espanhol;Sem problemas;1.0;Sim;561.0;516.3;598.0;564.3;120.0;140.0;120.0;120.0;140.0;640.0;575.92;4
186;22 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2606002;Garanhuns;Inglês;Sem problemas;1.0;Sim;643.9;662.8;666.5;590.5;140.0;200.0;160.0;180.0;160.0;840.0;680.74;4
187;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Rural;2608750;Lagoa Grande;Inglês;Sem problemas;1.0;Sim;445.7;432.9;516.7;517.4;120.0;120.0;120.0;120.0;80.0;560.0;494.5400000000001;4
188;17 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609501;Nazaré da Mata;Espanhol;Sem problemas;0.5;Sim;451.2;500.8;406.2;381.5;100.0;120.0;120.0;120.0;80.0;540.0;455.93999999999994;4
189;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Inglês;Sem problemas;8.0;Sim;616.6;515.6;630.4;531.1;160.0;180.0;180.0;200.0;200.0;920.0;642.74;4
190;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Espanhol;Sem problemas;1.0;Sim;495.9;530.8;547.7;543.6;160.0;200.0;180.0;200.0;180.0;920.0;607.6;4
191;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611002;Petrolândia;Inglês;Sem problemas;1.0;Sim;444.5;418.4;452.6;466.9;120.0;140.0;80.0;120.0;140.0;600.0;476.48;4
192;22 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;0.5;Sim;377.3340238649283;468.60155392766296;417.5;441.5;80.0;120.0;100.0;80.0;120.0;500.0;271.8;2
193;19 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;0.5;Sim;430.8;585.4;459.5;567.7;120.0;160.0;100.0;120.0;140.0;640.0;536.6800000000001;4
194;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;2.5;Sim;515.6;435.3;452.0;515.7;120.0;200.0;140.0;120.0;200.0;780.0;539.72;4
195;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Espanhol;Sem problemas;0.5;Sim;475.5;599.4;506.5;531.3;140.0;200.0;140.0;180.0;200.0;860.0;594.54;4
196;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Espanhol;Sem problemas;0.5;Sim;389.5;611.0;507.6;530.8;160.0;160.0;160.0;160.0;200.0;840.0;575.78;4
197;20 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2606408;Gravatá;Espanhol;Sem problemas;0.5;Sim;482.2;445.7;491.8;415.9;120.0;120.0;120.0;120.0;120.0;600.0;487.12000000000006;4
198;Entre 26 e 30 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;2.0;Sim;491.6;620.2;583.9;582.0;120.0;120.0;120.0;120.0;160.0;640.0;583.54;4
199;17 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;0.0;Sim;359.7;457.9;467.8;478.1;100.0;140.0;120.0;140.0;100.0;600.0;472.7;4
200;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;1.5;Sim;569.4;486.8;494.2;551.0;80.0;120.0;120.0;160.0;140.0;620.0;544.28;4
201;21 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Inglês;Sem problemas;0.5;Sim;600.0;684.7;686.3;544.7;140.0;160.0;140.0;140.0;160.0;740.0;651.14;4
202;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610608;Paudalho;Inglês;Sem problemas;1.5;Sim;535.4;539.8;536.2;463.8;160.0;200.0;140.0;180.0;200.0;880.0;591.04;4
203;Entre 31 e 35 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2602605;Brejo da Madre de Deus;Inglês;Sem problemas;0.0;Sim;352.2;454.6;401.1;480.5;80.0;60.0;60.0;100.0;0.0;300.0;397.68;4
204;23 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;367.7;446.3;397.2;304.2;80.0;80.0;80.0;100.0;40.0;380.0;379.08000000000004;4
205;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2613909;Serra Talhada;Inglês;Sem problemas;4.0;Sim;600.1;664.1;621.9;572.5;120.0;200.0;140.0;160.0;200.0;820.0;655.72;4
206;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Espanhol;Sem problemas;0.0;Sim;454.9;568.7;614.3;535.8;160.0;200.0;180.0;160.0;200.0;900.0;614.74;4
207;Menor de 17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Espanhol;Sem problemas;2.5;Sim;397.7;409.5;522.2;484.9;120.0;120.0;100.0;120.0;0.0;460.0;454.86;4
208;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;0.5;Não;421.0210572548309;473.9316149941844;400.2;411.1;80.0;120.0;100.0;100.0;100.0;500.0;262.26;2
209;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611101;Petrolina;Inglês;Sem problemas;1.5;Sim;587.2;649.6;495.4;564.6;140.0;140.0;120.0;140.0;200.0;740.0;607.36;4
210;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2602100;Bom Conselho;Espanhol;Em Branco;0.5;Sim;526.6;424.9;524.1;504.4;0.0;0.0;0.0;0.0;0.0;0.0;396.0;4
211;17 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2609600;Olinda;Inglês;Sem problemas;0.5;Sim;406.9;467.6;601.1;503.0;120.0;140.0;120.0;160.0;140.0;680.0;531.72;4
212;24 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;1.0;Sim;373.4;628.5;525.4;525.0;120.0;120.0;100.0;120.0;120.0;580.0;526.46;4
213;23 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2616407;Vitória de Santo Antão;Inglês;Sem problemas;1.5;Sim;630.5;703.1;664.2;613.8;160.0;160.0;140.0;200.0;200.0;860.0;694.3199999999999;4
214;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2613602;São José do Egito;Espanhol;Sem problemas;0.0;Sim;436.503756429234;442.8454296406975;439.1;433.4;60.0;40.0;40.0;80.0;40.0;260.0;226.5;2
215;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Inglês;Sem problemas;0.5;Não;435.6;422.2;449.9;478.7;120.0;120.0;80.0;100.0;40.0;460.0;449.28000000000003;4
216;17 anos;M;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610707;Paulista;Inglês;Sem problemas;0.5;Sim;469.2;411.0;453.1;490.8;100.0;100.0;80.0;120.0;0.0;400.0;444.82;4
217;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2614600;Tabira;Inglês;Sem problemas;0.5;Sim;433.1;585.2;530.9;527.4;120.0;120.0;120.0;120.0;140.0;620.0;539.32;4
218;20 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2601409;Barreiros;Inglês;Sem problemas;0.5;Sim;470.3;454.0;487.3;471.6;100.0;160.0;100.0;160.0;160.0;680.0;512.64;4
219;19 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2613602;São José do Egito;Espanhol;Sem problemas;0.0;Sim;462.7;440.7;412.9;414.9;100.0;120.0;100.0;100.0;100.0;520.0;450.23999999999995;4
220;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2606804;Igarassu;Inglês;Sem problemas;0.5;Sim;458.4;590.2;542.1;526.8;140.0;200.0;160.0;140.0;160.0;800.0;583.5;4
221;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609709;Orobó;Espanhol;Sem problemas;0.5;Sim;487.7;433.9;370.5;375.4;140.0;120.0;120.0;160.0;140.0;680.0;469.5;4
222;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609709;Orobó;Espanhol;Sem problemas;0.5;Sim;400.7;517.1;610.8;518.2;120.0;120.0;100.0;120.0;120.0;580.0;525.36;4
223;22 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;1.0;Sim;515.9;582.4;544.4;526.6;120.0;140.0;120.0;120.0;100.0;600.0;553.86;4
224;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2600054;Abreu e Lima;Espanhol;Sem problemas;1.0;Sim;426.6;395.8;513.1;476.1;120.0;200.0;160.0;200.0;160.0;840.0;530.32;4
225;22 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;9.0;Sim;704.9;819.9;698.5;648.8;160.0;200.0;180.0;180.0;200.0;920.0;758.42;4
226;19 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Inglês;Sem problemas;0.5;Sim;547.1;675.7;569.7;588.3;100.0;120.0;120.0;100.0;80.0;520.0;580.1600000000001;4
227;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604205;Catende;Espanhol;Sem problemas;0.5;Sim;471.1;427.7;384.3;358.0;80.0;120.0;80.0;100.0;80.0;460.0;420.2200000000001;4
228;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.0;Sim;435.4;429.7;486.7;439.6;120.0;120.0;120.0;120.0;120.0;600.0;478.28000000000003;4
229;22 anos;M;Indígena;Já concluí o EM;Não respondeu;Não Consta;2609303;Mirandiba;Espanhol;Sem problemas;0.5;Não;469.6;684.2;597.3;449.7;140.0;120.0;160.0;140.0;200.0;760.0;592.1600000000001;4
